,source_term,mapped_term,confidence_score
0,altitude,payload,0.6091788850332561
1,altitude,graphiri,0.5803682804107666
2,altitude,output,0.5802326679229737
3,attribute,preference,0.705974648215554
4,attribute,validitycontext,0.660552978515625
5,attribute,relatedlocation,0.6354074870070366
6,bearing,graphiri,0.611135376824273
7,bearing,edge,0.5992555164155506
8,bearing,inputparameter,0.5868300562319548
9,bookingagencyname,reservation,0.7506524721781412
10,bookingagencyname,preferredcarriertype,0.6769654330085305
11,bookingagencyname,itineraryorigin,0.6756115272396901
12,bookingdeadline,bookingclass,0.6878830118382231
13,bookingdeadline,onlinebooking,0.6715391493335212
14,bookingdeadline,reservationvalidity,0.6713826235602883
15,bookinginfo,fareproductevent,0.6776958681502432
16,bookinginfo,productprovider,0.6595918187555277
17,bookinginfo,globalquotation,0.6573254721505302
18,bookinginforequest,itineraryofferid,0.6882463538128397
19,bookinginforequest,itineraryoffer,0.6833786010742188
20,bookinginforequest,itinerary,0.6719873410846116
21,bookinginforequeststructure,customizeditineraryoffer,0.717956607081309
22,bookinginforequeststructure,itineraryoffer,0.7161319995748585
23,bookinginforequeststructure,itinerary,0.7069454193115234
24,bookinginforesponse,globalquotation,0.6900855531083777
25,bookinginforesponse,fareproductevent,0.6751740889115767
26,bookinginforesponse,bookingcapability,0.6482292672862178
27,bookinginforesponsestructure,confirmedbooking,0.6541715415127306
28,bookinginforesponsestructure,globalquotation,0.6466429029192243
29,bookinginforesponsestructure,customer,0.6438254946754092
30,bookinginforesult,fareproductevent,0.6973176729881158
31,bookinginforesult,globalquotation,0.6748359761339553
32,bookinginforesult,bookingcapability,0.6665904998779297
33,bookinginforesultstructure,customer,0.646318528710342
34,bookinginforesultstructure,confirmedbooking,0.6455449461936951
35,bookinginforesultstructure,bookingelement,0.6373554536665993
36,bookinginfostructure,customer,0.6931924819946289
37,bookinginfostructure,productprovider,0.6570192303573876
38,bookinginfostructure,globalquotation,0.647631938640888
39,bookingurl,userpassword,0.7416612394563444
40,bookingurl,format,0.7034033471411401
41,bookingurl,signature,0.6923439591019241
42,code,code,0.7207697088068182
43,code,format,0.6715627209893589
44,code,retailercode,0.6711699029673701
45,condition,legalinformation,0.6629553437232971
46,condition,inputparameter,0.638944402917639
47,condition,optionvalue,0.6194419860839844
48,destination,destination,0.6979616248089334
49,destination,journeydestination,0.6726612437855114
50,destination,origin,0.6619851661450935
51,destinationstoppointref,refstopplace,0.6705534943437155
52,destinationstoppointref,refstopplacecode,0.6504753828048706
53,destinationstoppointref,refjourney,0.6501182556152344
54,destinationtext,dataprovider,0.6464043819543087
55,destinationtext,metajourneyorigin,0.6407212829589843
56,destinationtext,itinerary,0.6403739821742958
57,deviation,timeunit,0.6653054809570312
58,deviation,minimumconnectiontime,0.654060845626028
59,deviation,timezoneoffset,0.6455460155711454
60,directionhint,bookingelement,0.6071096897125244
61,directionhint,metatravelexpertepisode,0.6034144163131714
62,directionhint,travelexpertid,0.6034144163131714
63,distance,reftravelepisode,0.6576555252075196
64,distance,startingat,0.6361927857270112
65,distance,inputparameter,0.6271657307942708
66,duration,duration,0.7292783080028886
67,duration,timestamp,0.677044934565478
68,duration,timezoneoffset,0.6175486246744791
69,endtime,enddatetime,0.660556754680595
70,endtime,transportserviceprovidercode,0.6446441411972046
71,endtime,eventdatetime,0.6391539397063078
72,errormessage,messagetype,0.754355948311942
73,errormessage,entitlement,0.6571485996246338
74,errormessage,refretailer,0.6388075351715088
75,errormessagestructure,httpexception,0.6468753814697266
76,errormessagestructure,ontology,0.6362925015963041
77,errormessagestructure,semanticgraphmanager,0.635093265109592
78,exclude,duration,0.6205708430363581
79,exclude,frequency,0.6203180708975162
80,exclude,value,0.6032793963396991
81,extension,linename,0.7265022796334573
82,extension,cityname,0.6389700317382813
83,extension,farebasis,0.6213890910148621
84,facilitydescription,startingat,0.639160263706261
85,facilitydescription,atstopplace,0.6332949179190176
86,facilitydescription,transportserviceproviderid,0.6076078414916992
87,facilitystructure,urbantransport,0.6528826951980591
88,facilitystructure,taxistation,0.6179101943969727
89,facilitystructure,urbanrailstation,0.6096116020565941
90,farezone,paymentcardtype,0.6823705759915438
91,farezone,paymentmean,0.67608642578125
92,farezone,farerule,0.6708500650193956
93,farezonelistinareastructure,travelshopperid,0.6580436915567477
94,farezonelistinareastructure,token,0.6560861303451213
95,farezonelistinareastructure,stopplacecode,0.6483567081280609
96,farezonestructure,token,0.661679458618164
97,farezonestructure,tokenstatus,0.6491866478553185
98,farezonestructure,paymentcardtype,0.648953364445613
99,farezonetext,cardholdername,0.6654983634379372
100,farezonetext,paymentinformation,0.6607908218625992
101,farezonetext,onlinebooking,0.6559453691755023
102,generalattributestructure,context,0.6572640736897787
103,generalattributestructure,validationcontext,0.645637368256191
104,generalattributestructure,preferencerank,0.6353100551648087
105,geoposition,sparqlquery,0.7209244389687816
106,geoposition,rdfresource,0.6832300551394199
107,geoposition,alertref,0.6805981878024429
108,geopositionstructure,sparqlquery,0.7123259851488016
109,geopositionstructure,rdffile,0.7016289809654499
110,geopositionstructure,triplestoreconnection,0.6817505744195753
111,individualroutelocationcontextstructure,context,0.661542739868164
112,individualroutelocationcontextstructure,preferredcarrier,0.6606476306915283
113,individualroutelocationcontextstructure,subwaystation,0.6581329107284546
114,individualrouterequeststructure,routelink,0.6470080784388951
115,individualrouterequeststructure,entitlement,0.6466166178385416
116,individualrouterequeststructure,itineraryoffer,0.6463164794139373
117,infourl,contactinfo,0.7522335476345486
118,infourl,productname,0.6178166938550544
119,infourl,format,0.599465217590332
120,infrastructurefacility,itinerarydestination,0.6320693492889404
121,infrastructurefacility,itineraryorigin,0.6320693492889404
122,infrastructurefacility,id,0.6203288435935974
123,infrastructurefacilitystructure,taxistation,0.637298583984375
124,infrastructurefacilitystructure,globalquotation,0.6358563899993896
125,infrastructurefacilitystructure,kpisocialnetwork,0.623089496905987
126,interchangeleg,departure,0.6534281060247138
127,interchangeleg,journeydestination,0.636644103310325
128,interchangeleg,journey,0.6328713860310299
